市場別,報告年度,公司代號,公司名稱,有害廢棄物量,非有害廢棄物量,廢棄物總量,資料範圍,廢棄物密集度,廢棄物密集度-單位,驗證狀態,網絡中心性,漂綠標籤,風險等級,異常標籤
上市,2023,9925.0,新保,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2023,9926.0,新海,0.0,102.54,102.54,母公司,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2023,9927.0,泰銘,514.12,64.71,578.83,全廠,0.0831,公噸/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2023,9928.0,中視,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2023,9929.0,秋雨,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2023,9930.0,中聯資源,6.2721,39323.2029,39329.475,涵蓋母公司全台灣地區各廠(場)站,3.5481,公噸/百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2023,9931.0,欣高,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2023,9933.0,中鼎,0.0,3478.4731,3478.4731,中鼎工程100%所有營運據點,30.0,其他(公斤/人),ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2023,9934.0,成霖,0.0,4.05,4.05,(A)8.僅揭露母公司 (B)子公司(山東美林衛浴有限公司)：有害-0.523/非有害-3490.02/總計-3490.543,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2023,9935.0,慶豐富,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2023,9937.0,全國,0.0,0.0,969.8,包含合併財務報表之母子公司,0.0011,其他(公噸/產品銷售量(公秉)),Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2023,9938.0,百和,318.57,8193.28,8511.85,本公司、越南百和公司、印尼百和公司、江蘇百宏公司、東莞百宏公司、越南百宏公司,0.7134,公噸/百萬元營業額,"ISO 9001,ISO 14001",0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2023,9939.0,宏全,123.74,15235.51,15359.25,包材、飲料事業體,1.672,公噸/百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2023,9940.0,信義,0.0,508.2435,508.2435,信義房屋股份有限公司  ,0.0482,公噸/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2023,9941.0,裕融,0.0,69.35,69.35,母公司+子公司新鑫、裕富,43.0472,其他(公噸/員工人數),Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2023,9942.0,茂順,16.57,1252.16,1268.73,茂順公司第一~六廠、租賃廠,0.368,公噸/百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2023,9943.0,好樂迪,0.0,1730.36,1730.36,合併財務報表之母子公司,0.6242,公噸/百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2023,9944.0,新麗,0.0,267.85,267.85,母公司,0.2006,公噸/產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2023,9945.0,潤泰新,0.0,36516.6967,36516.6967,包含合併財務報表之母子公司，排除工地,1.11,公噸/百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2023,9946.0,三發地產,0.0,1379.99,1379.99,範疇一+範疇二,0.0,其他,其他,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2023,9955.0,佳龍,26.444,59.2645,85.7085,僅母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2023,9958.0,世紀鋼,0.0,342.11,342.11,112年,0.0423,公噸/百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上櫃,2021,1294.0,漢田生技,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,2751.0,王座,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,4772.0,台特化,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,4950.0,牧東,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,6739.0,竹陞科技,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,6913.0,鴻呈,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,6967.0,汎瑋材料,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,6968.0,萬達寵物,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,7584.0,樂意,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,7703.0,銳澤,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,7708.0,全家餐飲,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2021,8272.0,全景軟體,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,1294.0,漢田生技,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,2751.0,王座,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,4772.0,台特化,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,4950.0,牧東,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,6739.0,竹陞科技,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,6913.0,鴻呈,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,6967.0,汎瑋材料,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,6968.0,萬達寵物,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,7584.0,樂意,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,7703.0,銳澤,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,7708.0,全家餐飲,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2022,8272.0,全景軟體,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,1240.0,茂生農經,0.0,22.61,22.61,僅母公司,0.0002,廢棄物量/產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1259.0,安心,0.0,4262.0,4262.0,母公司,0.7175,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1264.0,德麥,0.0,71.055,71.055,母公司,0.0215,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1268.0,漢來美食,0.0,1759.18,1759.18,漢來美食全台各分公司及中央工廠,0.3577,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1336.0,台翰,19.5114,513.077,532.5884,台灣總部、越南廠區、菲律賓廠區、東莞廠區,0.23,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1565.0,精華,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,1569.0,濱川,504.89,2071.56,2576.45,母公司、蘇州濱川精密工業有限公司、蘇州豐川電子科技有限公司及重慶豐川電子科技有限公司,0.7479,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1570.0,力肯,1.005,0.0,1.005,母公司之廢棄物,0.0026,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1580.0,新麥,1.08,13.2,14.28,台北總公司、台中區及高雄區,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1584.0,精剛,0.0,160.76,160.76,本廠、二廠、精煉廠,0.0589,廢棄物量/百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1586.0,和勤,0.0,0.0,1712.0,nan,2.55,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1591.0,駿吉-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,1593.0,祺驊,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,1595.0,川寶,0.0,12.0,12.0,僅母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1599.0,宏佳騰,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,1742.0,台蠟,0.0,0.0,0.0,nan,0.0998,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,1777.0,生泰,839.375,2358.64,3198.015,2023.01.01~2023.12.31,7.8696,廢棄物量/產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1781.0,合世,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,1784.0,訊聯,0.0,23.6,23.6,本公司台北廠區 ,0.0209,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1785.0,光洋科,335.01,2574.75,2909.76,光洋應材母公司三個廠址(科工廠、光科園區、環科廠),0.35,廢棄物量/百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1788.0,杏昌,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,1796.0,金穎生技,6.9,408.3949,415.2949,僅母公司新營廠及南科廠,0.5239,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1799.0,易威,0.0,0.0,2.42,新竹市研發二路10號1樓,0.0089,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1813.0,寶利徠,0.0,12.0,12.0,母公司,0.06,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,1815.0,富喬,1.01,6876.002,6877.012,母公司,2.3886,廢棄物量/百萬元營業額,"ISO 9001,ISO 14001",0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2035.0,唐榮公司,726.06,18143.125,18869.185,高雄市小港區沿海二路4號,1.7172,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2061.0,風青,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2063.0,世鎧,51.6,230.683,282.283,世鎧岡山廠+路竹廠+包裝廠,0.1976,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2064.0,晉椿,0.0,1371.48,1371.48,母公司,0.0012,其他(公噸/千元營業額),ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2065.0,世豐,96.41,243.17,339.58,僅母公司,0.1462,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2066.0,世德,0.0,65.41,65.41,台灣廠區,0.0434,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2067.0,嘉鋼,0.0,0.0,0.0,nan,0.0,,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2070.0,精湛,0.0,42.9,42.9,母公司,0.0952,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2073.0,雄順,5492.24,1034.01,6526.25,盤查範圍涵蓋本公司所轄之廠區，包括本廠(一廠及二廠)、三廠、六廠,12.6278,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2221.0,大甲,52.0,159.0,211.0,僅母公司,0.285,廢棄物量/百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2230.0,泰茂,4.42,166.44,170.86,泰茂實業股份有限公司,0.2595,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2235.0,謚源,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2596.0,綠意,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2640.0,大車隊,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2641.0,正德,0.0,101.6872,101.6872,母公司+船隊,0.0761,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2643.0,捷迅,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2718.0,晶悅,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2719.0,燦星旅,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2724.0,藝舍-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2726.0,雅茗-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2729.0,瓦城,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2732.0,六角,0.0,14.4,14.4,六角總部、所屬直營門市及中央廚房,0.01,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2734.0,易飛網,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2736.0,富野,0.0,0.0,0.0,尚於建置中,0.0,其他,其他,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2740.0,天蔥,0.0,135.48,135.48,包含合併財務報表之母子公司,0.828,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2743.0,山富,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2745.0,五福,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2752.0,豆府,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2754.0,亞洲藏壽司,0.0,1938.28,1938.28,僅母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2755.0,揚秦,0.0,205.41,205.41,僅母公司,0.0954,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,2756.0,聯發國際,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2916.0,滿心,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2924.0,宏太-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2926.0,誠品生活,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2937.0,集雅社,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2941.0,米斯特,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2947.0,振宇五金,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2948.0,寶陞,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,2949.0,欣新網,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3064.0,泰偉,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3066.0,李洲,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3067.0,全域,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3071.0,協禧,5.2,358.34,363.54,中國昆山廠(江蘇省昆山市張浦鎮江豐路133號)、中國增達廠(廣東省惠州市博羅縣上興三路7號),0.15,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3073.0,天方能源,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3078.0,僑威,1.351,303.71,305.061,僑威科技,0.028,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3081.0,聯亞,65.72,27.86,93.58,本公司各廠區(一、二廠),0.077,廢棄物量/產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3083.0,網龍,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3085.0,新零售,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3086.0,華義,0.0,5.28,5.28,母公司及分公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3088.0,艾訊,3.9,59.18,63.08,母公司,0.0,,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3093.0,港建*,0.0,1.896,1.896,母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3095.0,及成,0.0,0.0,0.0,nan,0.0,,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3105.0,穩懋,2463.0,1295.0,3758.0,母公司,0.0172,廢棄物量/產品,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3114.0,好德,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3115.0,富榮綱,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3118.0,進階,0.0,16.1,16.1,本公司台北區域。,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3122.0,笙泉,0.0,3.96,3.96,生活廢棄物,0.0582,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3128.0,昇銳,0.0,10.812,10.812,包含合併報告內母子公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3131.0,弘塑,106.26,48.34,154.6,僅母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3141.0,晶宏,0.0,0.513,0.513,母公司,0.0003,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3147.0,大綜,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3152.0,璟德,28.259,167.65,195.909,個別財報全部廠區,0.13,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3162.0,精確,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3163.0,波若威,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3169.0,亞信,0.0101,0.7387,0.7488,112年向環保局申報資料及合格廢棄物處理廠提供之資料,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3171.0,新洲,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3176.0,基亞,0.0,0.0,0.1631,母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3178.0,公準,19.43,265.914,285.344,母公司,0.1897,廢棄物量/百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3188.0,鑫龍騰,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3191.0,雲科,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3202.0,樺晟,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3205.0,佰研,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3206.0,志豐,1.0,22.0,23.0,母公司-志豐電子股份有限公司 僅子公司有驗證-東莞志豐電子有限公司、蘇州百豐電子有限公司,0.0072,廢棄物量/百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3207.0,耀勝,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3211.0,順達,18.75,1157.72,1176.47,大陸子公司,0.0,廢棄物量/產品,其他(UL2799廢棄物零填埋),0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3213.0,茂訊,2.6,20.0,22.6,112年,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3217.0,優群,0.0,5.1,5.1,母公司,0.0017,廢棄物量/百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3218.0,大學光,0.0,0.17,0.17,母公司,0.0053,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3219.0,倚強科,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3221.0,台嘉碩,11.2988,73.729,85.0278,母公司,0.0446,廢棄物量/百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3224.0,三顧,3521.96,0.0,3521.96,母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3226.0,至寶電,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3227.0,原相,0.215,0.76,0.975,母公司,0.0018,其他(人均/噸),Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3228.0,金麗科,0.0,2.5764,2.5764,僅母公司(112/1~112/12),0.0326,其他(廢棄物總值/員工數),Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3230.0,錦明,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3232.0,昱捷,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3234.0,光環,0.0,0.0,0.0,nan,0.13,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3236.0,千如,40.15,167.85,208.0,台灣楊梅一廠、台灣楊梅二廠、上海廠、廣州廠、馬來西亞廠,0.1245,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3252.0,海灣,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3259.0,鑫創,0.0,0.0,0.123,母公司,0.0004,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3260.0,威剛,0.0,129.614,129.614,台北總公司、中和一廠、中和二廠 ,0.0038,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3264.0,欣銓,6.0,884.0,890.0,欣銓總部、子公司(新加坡、韓國、南京及全智科技),0.06,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3265.0,台星科,1909.69,407.13,2316.82,包含合併財務報表之母子公司,0.6317,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3268.0,海德威,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3272.0,東碩,0.0,0.0,33.0,東碩集團,0.0,,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3276.0,宇環,2500.7,217.9,2718.6,子公司-志昱,2.108,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3284.0,太普高,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3285.0,微端,0.012,3.119,3.131,母公司,0.0042,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3287.0,廣寰科,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3288.0,點晶,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3289.0,宜特,8.42,46.5498,54.9698,竹科一廠/竹科二廠/埔頂廠/德安廠,0.0161,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3290.0,東浦,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上櫃,2023,3293.0,鈊象,0.69,46.16,46.85,新北市五股區五工路130號,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3294.0,英濟,0.0,0.0,0.0,nan,0.0,,"ISO 9001,ISO 14001",0.00029994001199760045,無漂綠跡象,高風險,正常
上櫃,2023,3297.0,杭特,0.0,0.0,0.0,包含合併財務報表之母子公司,0.0,廢棄物量/百萬元營業額,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
