"報告年度:2022","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""6115""","鎰勝","480.3530","母公司及昆山子公司","","13384.8470","母公司及昆山子公司","","無，無統計相關數據","","","13865.2000","產品"
"=""6116""","彩晶","59101.2200","母公司及子公司(南京瀚宇彩欣科技有限責任公司)","ISO 9001","284941.4600","母公司及子公司(南京瀚宇彩欣科技有限責任公司)","ISO 9001","92467.1200","母公司的南科廠及內湖營業所經DNV查證","ISO 9001","20.1800","百萬元營業額"
"=""6117""","迎廣","1571.5800","母公司","","5839.0100","母公司","","無，無統計相關數據","","","0.0034","千元營業額"
"=""6120""","達運","3285.0000","包含本公司及合併財務報表內子公司","","61930.0000","包含本公司及合併財務報表內子公司","","無，無統計相關數據","","","4.5100","百萬元營業額"
"=""6128""","上福","21.0200","上福全球在台灣營運據點為主(包含本廠、二廠及三廠)","","1563.2800","上福全球在台灣營運據點為主(包含本廠、二廠及三廠)","","無，無統計相關數據","","","0.0011","仟元營業額"
"=""6133""","金橋","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6136""","富爾特","無，無統計相關數據","","","120.0130","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6139""","亞翔","111.0000","亞翔工程(股)公司三個辦公室","","352.5000","亞翔工程(股)公司三個辦公室","","22900.0000","亞翔公司採購之大宗物料中揭露電線、不繡鋼管、鍍鋅鋼管、塑管、EMT管、線架、球塞閥及蝶閥等。","","0.0103","百萬元營業額"
"=""6141""","柏承","3810.6000","昆山子公司廠區","ISO 9001","35597.6000","昆山子公司廠區","ISO 9001","1615.0000","昆山子公司廠區","ISO 9001","1.9198","仟元營業額"
"=""6142""","友勁","150.6500","母公司","ISO 9001","4168.1636","母公司","ISO 9001","722.2633","母公司","ISO 9001","1.2791","百萬元營業額"
"=""6152""","百一","24.0447","母公司","","341.1623","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6153""","嘉聯益","7651.5200","僅母公司樹林廠","ISO 9001","24469.8700","僅母公司樹林廠","ISO 9001","無，無統計相關數據","","","無，無統計相關數據",""
"=""6155""","鈞寶","29.0800","母公司","","6989.4300","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6164""","華興","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6165""","浪凡","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6166""","凌華","641.6500","母公司","ISO 14001","4738.6600","母公司","ISO 14001","914.9200","母公司","ISO 14001","0.0007","千元營業額"
"=""6168""","宏齊","71.0264","母公司","","9348.9771","母公司","","5777.7437","母公司","","0.0042","千元營業額"
"=""6176""","瑞儀","2633.4400","台灣與中國大陸製造廠區","ISO 9001","104970.6100","台灣與中國大陸製造廠區","ISO 9001","74260.7200","台灣與中國大陸製造廠區","ISO 9001","0.0129","原物料塑膠粒投料量(公斤)"
"=""6177""","達麗","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6183""","關貿","64.5181","臺北總公司、中部辦公室、台中營運中心、高雄營業部、公務車用油、化糞池及冷媒逸散","","1275.7342","南港總公司、中部辦公室、台中營運中心、高雄營業部營運用之電力","","無，無相關統計數據,己逐步要求廠商配合揭露","","","0.5907","排放(噸)/營業額(百萬)"
"=""6184""","大豐電","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6189""","豐藝","470800.0000","母公司","","220658.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6191""","精成科","0.5000","包含合併財務報表之母子公司","","251715.9000","包含合併財務報表之母子公司","","無，無統計相關數據","","","10.3796","百萬元營業額"
"=""6192""","巨路","117.3000","台北總部及台灣所屬分公司","","626.7400","台北總部及台灣所屬分公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6196""","帆宣","158.5440","已驗證-湖口廠；未驗證-頭份廠、南科一、三、五廠","ISO 9001","8278.9080","已驗證-湖口廠；未驗證-頭份廠、南科一、三、五廠","ISO 9001","無，無統計相關數據","","","0.7160","平方公尺(樓地板面積)"
"=""6197""","佳必琪","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6201""","亞弘電","無，無統計相關數據","","","1183.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6202""","盛群","87.5783","母公司","","1435.0524","母公司","","無，無統計相關數據","","","0.2500","百萬元營業額"
"=""6205""","詮欣","38.1511","母公司","ISO 9001","300.9390","母公司","ISO 9001","87.8203","母公司","ISO 9001","0.2279","百萬元營業額"
"=""6206""","飛捷","173.0400","飛捷母公司","","1857.7100","飛捷母公司","","576.5800","飛捷母公司","","0.5400","百萬元營業額"
"=""6209""","今國光","無，無統計相關數據","","","14212.0000","今國集團","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6213""","聯茂","3592.2000","母公司","","8900.6000","母公司","","無，無統計相關數據","","","0.0032","產品-每張-銅箔基板"
"=""6214""","精誠","11.0019","僅母公司","ISO 9001","2804.2210","僅母公司","ISO 9001","573.5518","僅母公司","ISO 9001","0.1023","百萬元營業額"
"=""6215""","和椿","0.7220","母公司","","372.2700","母公司","","無，無統計相關數據","","","0.2069","百萬元營業額"
"=""6216""","居易","無，無統計相關數據","","","475.4290","僅母公司","","無，無統計相關數據","","","475.4290","輸入電力而造成間接之溫室氣體排放"
"=""6224""","聚鼎","44.3051","母公司","","3383.2604","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6225""","天瀚","無，詳年報說明","","","無，詳年報說明","","","無，詳年報說明","","","無，詳年報說明",""
"=""6226""","光鼎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6230""","尼得科超眾","58.0000","中興廠、興德廠、陞泰廠","","3627.2000","中興廠、興德廠、陞泰廠","","無，無統計相關數據","","","0.3090","百萬元營業額"
"=""6235""","華孚","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6239""","力成","14452.8710","僅台灣地區力成科技","ISO 9001","377208.7170","僅台灣地區力成科技","ISO 9001","325703.2365","僅台灣地區力成科技","ISO 9001","7.4000","百萬元營業額"
"=""6243""","迅杰","無，無統計相關數據","","","147.1340","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6257""","矽格","530.0681","矽格北興廠區 中興廠區 湖口廠區","ISO 14001","80174.6260","矽格北興廠區 中興廠區 湖口廠區","ISO 14001","無，無揭露","","","7.6207","百萬元營業額"
"=""6269""","台郡","42866.7920","僅母公司","","46608.5410","僅母公司","","無，無統計相關數據","","","0.0890","產品"
"=""6271""","同欣電","3592.4300","資料涵蓋合併財務報表之母子公司，共五個據點 1.台北總部-台北市延平南路83號6樓 2.台北廠-新北市鶯歌區鶯桃路365巷55號 3.龍潭廠-桃園市龍潭區龍園五路21號 4.竹北廠-新竹縣竹北市泰和路84號與 昌益辦公室-新竹縣竹北市環科一路1號6樓之1號 5.菲律賓廠-103Prosperity Ave, Calamba, 4037 Laguna, Philippines","ISO 9001","57585.6400","資料涵蓋合併財務報表之母子公司，共五個據點 1.台北總部-台北市延平南路83號6樓 2.台北廠-新北市鶯歌區鶯桃路365巷55號 3.龍潭廠-桃園市龍潭區龍園五路21號 4.竹北廠-新竹縣竹北市泰和路84號與 昌益辦公室-新竹縣竹北市環科一路1號6樓之1號 5.菲律賓廠-103Prosperity Ave, Calamba, 4037 Laguna, Philippines","ISO 9001","27471.6300","資料涵蓋合併財務報表之母子公司，共五個據點 1.台北總部-台北市延平南路83號6樓 2.台北廠-新北市鶯歌區鶯桃路365巷55號 3.龍潭廠-桃園市龍潭區龍園五路21號 4.竹北廠-新竹縣竹北市泰和路84號與 昌益辦公室-新竹縣竹北市環科一路1號6樓之1號 5.菲律賓廠-103Prosperity Ave, Calamba, 4037 Laguna, Philippines","ISO 9001","4.3026","百萬元營業額"
"=""6277""","宏正","69.9940","本公司及汐萬廠區","ISO 9001","2566.7519","本公司及汐萬廠區","ISO 9001","444.7691","本公司及汐萬廠區","ISO 9001","0.7000","百萬元營業額"
"=""6278""","台表科","1286.8850","母公司及子公司-峻凌電子(蘇州)有限公司","","60557.9063","母公司及子公司-峻凌電子(蘇州)有限公司","","無，無統計相關數據","","","0.8340","百萬元營業額"
"=""6281""","全國電","無，無統計相關數據","","","18139.7949","母公司","","無，無統計相關數據","","","0.8480","百萬元營業額"
"=""6282""","康舒","2047.1900","包含合併財務報表之母子公司","ISO 9001","40977.3700","包含合併財務報表之母子公司","ISO 9001","2015677.9200","包含合併財務報表之母子公司","ISO 9001","169.9165","NTD每億元營收"
"=""6283""","淳安","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6285""","啟碁","2361.3000","溫室氣體排放量計算範圍為碁總部、力行廠、南科廠、佳、新、基永昌（昆山）、越南廠。","ISO 14001","61350.4400","溫室氣體排放量計算範圍為碁總部、力行廠、南科廠、佳、新、基永昌（昆山）、越南廠。","ISO 14001","195385.1000","溫室氣體排放量計算範圍為碁總部、力行廠、南科廠、佳、新、基永昌（昆山）、越南廠。","ISO 14001","0.6700","百萬元營業額"
"=""6288""","聯嘉","479.2223","台灣總公司(聯嘉光電股份有限公司) 地址：350苗栗縣竹南鎮科東一路2號  外倉 地址：350苗栗縣竹南鎮和興路364號","ISO 14001","5627.7435","組織邊界  台灣總公司(聯嘉光電股份有限公司) 地址：350苗栗縣竹南鎮科東一路2號  外倉 地址：350苗栗縣竹南鎮和興路364號","ISO 14001","99326.9813","組織邊界   台灣總公司(聯嘉光電股份有限公司) 地址：350苗栗縣竹南鎮科東一路2號  外倉 地址：350苗栗縣竹南鎮和興路364號","ISO 14001","10.4200","百萬元營業額"
"=""6405""","悅城","0.8606","母公司","","4419.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6409""","旭隼","258.3600","包含合併財務報表之母子公司","ISO 14001","21486.0000","包含合併財務報表之母子公司","ISO 14001","804669.0000","包含合併財務報表之母子公司","ISO 14001","1117.0000","單位:百萬美金營業額"
"=""6412""","群電","2937.7200","群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠","ISO 9001","35987.7500","群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠","ISO 9001","23603642.0600","群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠","ISO 9001","0.9480","百萬元營業額"
"=""6414""","樺漢","8.0000","僅母公司","","342.1100","僅母公司","","2509.2856","僅母公司","","無，無統計相關數據",""
"=""6415""","矽力*-KY","102.3600","矽力杰半導體技術（杭州）有限公司","","3143.9800","矽力杰半導體技術（杭州）有限公司","","無，本企業不涉及生產活動，未統計範圍三溫室氣體排放","","","0.0001","千元營業額"
"=""6416""","瑞祺電通","55.5763","僅母公司","ISO 9001","693.8588","僅母公司","ISO 9001","3761.3215","僅母公司","ISO 9001","0.2163","百萬元營業額"
"=""6426""","統新","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6431""","光麗-KY","無，3","","","無，未達盤查標準，尚未開始盤查。","","","無，未達盤查標準，尚未開始盤查。","","","無，未達盤查標準，尚未開始盤查。",""
"=""6438""","迅得","292.2919","僅母公司","","757.9010","僅母公司","","166.6132","僅母公司","","0.3564","百萬元營業額"
"=""6442""","光聖","31.8353","僅母公司","","1919.5877","僅母公司","","無，無統計相關數據","","","0.6637","百萬元營業額"
"=""6443""","元晶","6154.7190","111年新竹廠及屏東廠資料加總","","48538.0540","111年新竹廠及屏東廠資料加總","","無，無統計相關數據","","","6.0740","百萬元營業額"
"=""6446""","藥華藥","569.4792","藥華醫藥台中廠","","3085.5974","藥華醫藥台中廠","","711.5122","藥華醫藥台中廠","","27.7000","產品"
"=""6449""","鈺邦","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6451""","訊芯-KY","318.4600","2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區","ISO 9001","21959.1200","2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區","ISO 9001","8458.6200","2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區","ISO 9001","0.3367","萬元產值RMB"
"=""6456""","GIS-KY","2724.6000","本公司及子公司所有廠區","ISO 9001","13250.4800","本公司及子公司所有廠區","ISO 9001","226617.6000","本公司及子公司所有廠區","ISO 9001","0.1300","百萬元營業額"
"=""6464""","台數科","6.8214","僅母公司","","14.3187","僅母公司","","無，活動資料取得困難。","","","0.0012","千元營業額"
"=""6472""","保瑞","19174.6660","合併財務報表之母子公司","ISO 9001","12683.7841","合併財務報表之母子公司","ISO 9001","13740.4100","合併財務報表之母子公司","ISO 9001","3.0359","百萬元營業額"
"=""6477""","安集","無，3","","","無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。","","","無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。","","","無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",""
"=""6491""","晶碩","222.4793","僅母公司","","40969.4254","僅母公司","","15847.7315","僅母公司","","無，無統計相關數據",""
"=""6504""","南六","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6505""","台塑化","24000546.6187","母公司 母公司","ISO 9001","423554.8634","母公司 母公司","ISO 9001","57911749.8210","母公司","ISO 9001","28.8004","百萬元營業額"
"=""6515""","穎崴","97.6803","台灣所有廠區","","3193.4088","台灣所有廠區","","無，無統計相關數據","","","0.6430","百萬元營業額"
"=""6525""","捷敏-KY","0.0000","包含合併財務報表之子公司","","34479.2900","包含合併財務報表之子公司","","0.0000","包含合併財務報表之子公司","","0.0070","產品"
"=""6531""","愛普*","13.0395","母公司","","255.1400","母公司","","無，無統計相關數據","","","0.0539","百萬元營業額"
"=""6533""","晶心科","無，無統計相關數據","","","341.0000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6541""","泰福-KY","40280.8700","合併財務報表之母子公司","","2423573.2400","合併財務報表之母子公司","","無，無統計相關數據","","","109.9700","噸CO2e/新台幣仟元營收"
"=""6550""","北極星藥業-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6552""","易華電","331.0166","易華公司","ISO 9001","17536.8916","易華公司","ISO 9001","0.0000","易華公司","ISO 9001","0.0000","產品"
"=""6558""","興能高","510.1100","合併財務報表之母子公司","","8035.1900","合併財務報表之母子公司","","22045.3300","合併財務報表之母子公司","","26.6373","百萬元營業額"
"=""6573""","虹揚-KY","42.5449","包含合併財務報表之母子公司","","7554.5400","包含合併財務報表之母子公司","","無，無統計相關數據","","","0.0349","百萬元營業額"
"=""6579""","研揚","41.6300","僅母公司","","1456.7300","僅母公司","","無，盤查資料/項目尚在進行中","","","0.2500","百萬元營業額"
"=""6581""","鋼聯","76313.8792","僅母公司","ISO 9001","9966.6760","僅母公司","ISO 9001","62544.1672","僅母公司","ISO 9001","0.5250","服務"
"=""6582""","申豐","3571.0000","母公司","","7495.0000","母公司","","無，無統計相關數據","","","0.3480","產品"
"=""6585""","鼎基","1980.0000","本公司之高雄辦公室以及台灣各廠(高雄廠、屏東廠)","ISO 9001","19525.0000","本公司之高雄辦公室以及台灣各廠(高雄廠、屏東廠)","ISO 9001","無，無統計相關數據","","","0.0087","仟元"
"=""6591""","動力-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6592""","和潤企業","286.2648","僅母公司","ISO 9001","736.8085","僅母公司","ISO 9001","217.3799","僅母公司","ISO 9001","無，詳年報說明",""
"=""6598""","ABC-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6605""","帝寶","無，3","","","無，盤查中","","","無，盤查中","","","無，盤查中",""
"=""6606""","建德工業","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6625""","必應","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6641""","基士德-KY","102.1500","合併報表之子公司之一-川源(中國)平湖廠區","","328.1400","合併報表之子公司之一-川源(中國)平湖廠區","","176.3400","合併報表之子公司之一-川源(中國)平湖廠區","","0.3157","百萬元營業額"
"=""6655""","科定","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6657""","華安","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6666""","羅麗芬-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6668""","中揚光","123.4890","母公司","","6010.1490","母公司","","1262.4010","母公司","","16.6600","百萬元營業額"
"=""6669""","緯穎","1186.6308","母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司) 註:排除小於總排放量5%或排放數據未滿完整年度之營運據點","ISO 9001","19170.5147","母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司) 註1:排除小於總排放量5%或排放數據未滿完整年度之營運據點 註2:市場基準;請詳閱緯穎2022年永續報告書","ISO 9001","4167073.6500","母公司 註:部分數據未列入查證範圍，請詳閱緯穎2022年永續報告書","ISO 9001","0.0695","百萬元營業額"
"=""6670""","復盛應用","5184.4566","母公司","ISO 9001","20208.8179","母公司","ISO 9001","155720.6848","母公司","ISO 9001","0.9100","百萬元營業額"
"=""6671""","三能-KY","2003.9246","合併財務報表之母子公司","","5719.0044","合併財務報表之母子公司","","無，無統計相關數據","","","4.1477","百萬元營業額"
"=""6672""","騰輝電子-KY","4814.6300","合併財務報表之子公司生產型廠區","","14313.3600","合併財務報表之子公司生產型廠區","","無，無統計相關數據","","","0.0034","千元營業額"
"=""6674""","鋐寶科技","18.1500","母公司","","512.1700","母公司","","無，無統計相關數據","","","0.2100","百萬元營業額"
"=""6689""","伊雲谷","19.6300","母公司","","160.4400","母公司","","0.1400","母公司","","0.0758","百萬元營業額"
"=""6691""","洋基工程","349.5300","僅母公司","","166.7600","僅母公司","","無，無統計相關數據","","","0.0370","百萬元營業額"
"=""6695""","芯鼎","5.7173","母公司","","413.9455","母公司","","無，無統計相關數據","","","38.3890","營業額(億元)"
"=""6698""","旭暉應材","31.6000","僅母公司","","4119.2000","僅母公司","","22.9200","Na2CO3&自來水排放量(僅母公司)","","0.0033","千元營業額"
"=""6706""","惠特","44.3754","包含合併財務報表之母子公司","","6566.6450","包含合併財務報表之母子公司","","無，無其他間接範疇項目","","","1.4830","百萬元營業額"
"=""6715""","嘉基","418.3545","包含合併財務報表之母子公司-本公司及子公司嘉基蘇州","","2556.1850","包含合併財務報表之母子公司-本公司及子公司嘉基蘇州","","無，無統計相關數據","","","0.5535","百萬元營業額"
"=""6719""","力智","1.1000","母公司","","950.1600","母公司","","無，無統計相關數據","","","0.1600","百萬元營業額"
"=""6743""","安普新","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6753""","龍德造船","515.0316","僅母公司","","1778.9680","僅母公司","","無，無統計相關數據","","","0.5987","百萬元營業額"
"=""6754""","匯僑設計","130.3600","總公司+中壢鴻僑","","417.4000","總公司+中壢鴻僑","","無，無統計相關數據","","","0.1070","百萬元營業額"
"=""6756""","威鋒電子","312.0000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6768""","志強-KY","12.8718","台灣總部辦公室","","106.5327","台灣總部辦公室","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6770""","力積電","89694.0000","母公司","ISO 9001","581994.0000","母公司","ISO 9001","213668.0000","母公司","ISO 9001","5.0610","產品"
"=""6776""","展碁國際","32.0000","申報公司及100%持股子公司及博瑞達總部","ISO 9001","632.0000","申報公司及100%持股子公司及博瑞達總部","ISO 9001","無，部份項目併入母公司宏碁進行計算","","ISO 9001","0.0300","百萬元營業額"
"=""6781""","AES-KY","122.0056","資料涵蓋範圍包含合併財務報表之母子公司","ISO 9001","3537.5863","資料涵蓋範圍包含合併財務報表之母子公司","ISO 9001","85262.1824","資料涵蓋範圍包含合併財務報表之母子公司","ISO 9001","0.2430","百萬元營業額"
"=""6782""","視陽","13.4700","包含合併財務報表之母子公司","","13784.1100","包含合併財務報表之母子公司","","無，未進行盤查","","","4.9700","百萬元營業額"
"=""6789""","采鈺","5725.0000","采鈺公司新竹廠","ISO 9001","23029.0000","采鈺公司新竹廠","ISO 9001","18448.0000","采鈺公司新竹廠","ISO 9001","0.0023","8吋晶圓當量-層"
"=""6790""","永豐實","60062.0000","臺灣紙品工廠：清水廠、楊梅廠","ISO 9001","47721.0000","臺灣紙品工廠：清水廠、楊梅廠","ISO 9001","無，無統計相關數據","","","1.1800","產品"
"=""6792""","詠業","127.9625","母公司","","5192.0500","母公司","","425.9210","母公司","","3.9300","百萬元營業額"
"=""6796""","晉弘","無，3","","","無，尚未統計，將依法規規定時程完成溫室氣體相關盤查及查證。","","","無，尚未統計，將依法規規定時程完成溫室氣體相關盤查及查證。","","","無，尚未統計，將依法規規定時程完成溫室氣體相關盤查及查證。",""
"=""6799""","來頡","無，3","","","35.8000","母公司","","無，無統計相關數據","","","0.0303","百萬元營業額"
"=""6806""","森崴能源","23.1000","僅母公司","","182.4000","僅母公司","","141.3000","僅母公司","","3.7000","平均每位森崴員工2022年碳排放量，員工涵蓋森崴能源母公司頂埔大樓8F總部及一處台南歸仁辦公室據點"
"=""6807""","峰源-KY","13.9060","主要生產基地","","123.3520","主要生產基地","","無，無統計相關數據","","","0.0326","百萬元營業額"
"=""6830""","汎銓","133.6770","僅母公司","","3073.4450","僅母公司","","無，無統計相關數據","","","3207.1220","百萬元營業額"
"=""6834""","天二科技","無，3","","","無，尚未完成相關數據統計","","","無，尚未完成相關數據統計","","","無，尚未完成相關數據統計",""
"=""6835""","圓裕","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6838""","台新藥","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6854""","錼創科技-KY創","972.2800","錼創科技(股)公司、竹南廠及台北新店、台北中和、台元、台南辦公室共5個據點","ISO 9001","3556.3100","錼創科技(股)公司竹南廠及台北新店、台北中和、台元、台南辦公室共5個據點","ISO 9001","794.8400","錼創科技(股)公司竹南廠及台北新店、台北中和、台元、台南辦公室共5個據點","ISO 9001","13.1800","百萬元營業額"
"=""6861""","睿生光電","8.4329","僅母公司","ISO 9001","3704.6818","僅母公司","ISO 9001","889.8083","僅母公司","ISO 9001","1.9681","百萬元營業額"
"=""6862""","三集瑞-KY","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6863""","永道-KY","4566.3900","包含合併財務報表之母子公司","","515.9400","包含合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6869""","雲豹能源","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6873""","泓德能源","93.4242","包含合併財務報表之母子公司","ISO 9001","119.2747","包含合併財務報表之母子公司","ISO 9001","97.6581","包含合併財務報表之母子公司","ISO 9001","0.0420","百萬元營業額"
"=""6919""","康霈*","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6923""","中台","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6958""","日盛台駿","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6962""","ITH-KY","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6969""","成信實業*-創","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6988""","威力暘-創","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""7705""","三商餐飲","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""8011""","台通","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8016""","矽創","7.3060","矽創(新竹總公司、台北辦公室)","ISO 14001","992.1340","矽創(新竹總公司、台北辦公室)","ISO 14001","172.2780","矽創(新竹總公司、台北辦公室)","ISO 14001","0.0862","百萬元營業額"
"=""8021""","尖點","350.5069","母公司含子公司(上海尖點)","ISO 9001","12626.9792","母公司含子公司(上海尖點)","ISO 9001","2357.1998","母公司含子公司(上海尖點)","ISO 9001","0.0510","產品"
"=""8028""","昇陽半導體","5220.6284","僅母公司","ISO 9001","20005.1079","僅母公司","ISO 9001","8642.4938","僅母公司","ISO 9001","0.0618","產品"
"=""8033""","雷虎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8039""","台虹","10059.4700","母公司","ISO 9001","19553.5300","母公司","ISO 9001","無，無統計相關數據","","","4.0633","百萬元營業額"
"=""8046""","南電","9409.1647","母公司","ISO 9001","477488.7739","母公司","ISO 9001","328466.3590","母公司","ISO 9001","10.0700","百萬元營業額"
"=""8070""","長華*","1947.0000","包含合併財務報表之母子公司","","53257.0000","包含合併財務報表之母子公司","","9033.0000","包含合併財務報表之母子公司","","2.5260","百萬元營業額"
"=""8072""","陞泰","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8081""","致新","47.6800","母公司","","1177.6200","母公司","","無，無統計相關數據","","","0.1655","百萬元營業額"
"=""8101""","華冠","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8103""","瀚荃","41.5486","母公司","ISO 9001","203.7935","母公司","ISO 9001","37.2891","母公司","ISO 9001","0.8290","母公司營業額(百萬元)"
"=""8104""","錸寶","無，無統計相關數據","","","9890.5900","母公司-錸寶","","無，無統計相關數據","","","10.1200","百萬元營業額"
"=""8105""","凌巨","144048.7527","母公司八德廠加子公司KGO","ISO 9001","84758.3938","母公司八德廠加子公司KGO","ISO 9001","無，無統計相關數據","","","0.6400","產品"
"=""8110""","華東","1929.1600","僅母公司","","103151.9000","僅母公司","","163974.6800","僅母公司","","0.0001","產品"
"=""8112""","至上","14.6540","僅含母公司","ISO 14001","242.1750","僅含母公司","ISO 14001","1723.6240","僅含母公司","","0.3260","以個體營業額(新台幣億元)計算"
