"報告年度:2021","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""5225""","東科-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5234""","達興材料","702.0100","包含達興材料所有生產廠區排放量(中科廠及中港廠)","ISO 9001","6358.8000","包含達興材料所有生產廠區排放量(中科廠及中港廠)","ISO 9001","8087.9000","包含達興材料所有生產廠區排放量(中科廠及中港廠)","ISO 9001","1.5600","百萬元營業額"
"=""5243""","乙盛-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5244""","弘凱","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5258""","虹堡","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5269""","祥碩","26.0900","110/1/1~12/31, 範圍:祥碩總公司辦公室冷煤碳排+水肥碳排","","516.3800","110/1/1~12/31, 範圍: 祥碩總公司辦公室用電碳排","","17672.2600","110/1/1~12/31, 範圍: 祥碩總公司辦公室 員工通勤(汽油) +祥碩辦公室垃圾碳排+供應商製造中的產品碳排","","9.0300","營業額(億元)"
"=""5283""","禾聯碩","無，3","","","無，尚在評估規畫中","","","無，尚在評估規畫中","","","無，尚在評估規畫中",""
"=""5284""","jpp-KY","無，3","","","無，正接受ISO14064-1系統輔導","","","無，正接受ISO14064-1系統輔導","","","無，正接受ISO14064-1系統輔導",""
"=""5285""","界霖","無，無統計相關數據","","","5846.0000","界霖科技楠梓廠區","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5288""","豐祥-KY","2006.6500","主要營運子公司台灣豐祥及越南VPIC1","","20901.0000","主要營運子公司台灣豐祥及越南VPIC1","","無，不易盤查，故暫無相關統計。","","","0.0040","仟元營業額"
"=""5306""","桂盟","4.2600","母公司","","61.8800","母公司","","無，排放量不重大","","","0.0006","產品"
"=""5388""","中磊","77.7000","本公司(竹南廠)","","4216.8140","本公司(台北辦公室+竹南廠)","","無，無統計相關數據","","","0.6300","營業額"
"=""5434""","崇越","334.2366","台北總部、新竹辦事處、竹南倉庫","ISO 9001","741.2594","台北總部、新竹辦事處、竹南倉庫","ISO 9001","2589.4744","台北總部、新竹辦事處、竹南倉庫","ISO 9001","0.0000","營業額"
"=""5469""","瀚宇博","947.7739","瀚宇博德股份有限公司","","19036.0004","瀚宇博德股份有限公司","","30.7900","瀚宇博德股份有限公司","","0.0085","產品"
"=""5471""","松翰","無，3","","","696.2000","僅母公司","","無，無使用","","","0.2335","營業額(新台幣仟元)"
"=""5484""","慧友","無，3","","","268.4400","母公司110年度自來水及電力的溫室氣體排放量","","無，本公司並未產生其他間接溫室氣體排放量","","","0.7354","母公司110年度自來水及電力的溫室氣體排放量,平均每天排放0.7354噸CO2e"
"=""5515""","建國","6.0900","企業總部","","170.5000","企業總部","","無，無統計相關數據","","","0.4400","人"
"=""5519""","隆大","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5521""","工信","240.8280","僅母公司","","510.8150","僅母公司","","無，無統計相關數據","","","2.5300","員工人數"
"=""5522""","遠雄","12.7600","僅母公司","ISO 9001","177.7400","僅母公司","ISO 9001","73.7200","僅母公司","ISO 9001","0.0080","百萬營業額"
"=""5525""","順天","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5531""","鄉林","無，無統計相關數據","","","232.8000","母公司","","無，無統計相關數據","","","232.8000","員工人數"
"=""5533""","皇鼎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5534""","長虹","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5538""","東明-KY","0.0000","僅母公司","","17.2280","僅母公司","","9.3600","僅母公司","","無，公司為控股公司",""
"=""5546""","永固-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5607""","遠雄港","無，3","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5608""","四維航","392521.8010","母子孫公司所屬船舶","ISO 14001","90.9750","母 公司總部辦公室","ISO 14001","無，無統計相關數據","","","1.3180","範疇二總排放量/辦公室人數；而船隊之溫室氣體排放強度，以範疇一總排放量/延噸海浬，得出0.0000007719。延噸海浬為載貨噸數與起訖港浬程數之乘積"
"=""5706""","鳳凰","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5871""","中租-KY","7646.3400","全企業，資料出處:2021年CSR報告書","ISO 9001","5015.8200","全企業，資料出處:2021年CSR報告書","ISO 9001","601.9000","全企業，資料出處:2021年CSR報告書","ISO 9001","0.1100","營業額"
"=""5876""","上海商銀","707.2000","僅母公司","ISO 14001","7407.9000","僅母公司","ISO 14001","941305.5000","僅母公司，排放源類型僅為上游電力、員工通勤、商務差旅、產品生命終止階段產生之排放及投融資活動","ISO 14001","40.2403","分母為百萬元營業額"
"=""5880""","合庫金","2575.9400","合庫金控及各子公司，合計333處據點。","ISO 9001","25147.2600","合庫金控及各子公司，合計333處據點。","ISO 9001","3671319.9500","1.合庫金控及子公司，合計306處據點(不含國外)上/下游運輸和貨物配送、商務旅行、採購商品、固體和液體廢棄物處理碳排放量。2. 合庫金控及子公司，合計333處據點之投融資碳排放量。","ISO 9001","0.5095","淨收益佰萬元"
"=""5906""","台南-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""5907""","大洋-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","60998.6910","度"
"=""6005""","群益證","30.3588","母公司","","3954.1817","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6024""","群益期","16.2870","全台營運據點","","273.3820","全台營運據點","","無，無統計相關數據","","","0.1316","營業額 百萬元"
"=""6108""","競國","448.0000","僅母公司","ISO 9001","18679.0000","僅母公司","ISO 9001","0.0000","僅母公司","ISO 9001","0.0100","產品"
"=""6112""","邁達特","2.5120","僅母公司台北總部","ISO 14001","995.6860","母公司台北總部及高雄分公司","ISO 14001","無，無統計相關數據","","","998.1980","營業額"
"=""6115""","鎰勝","72.1640","母公司","","2647.8550","母公司","","無，數據取得困難","","","2720.0190","產品"
"=""6116""","彩晶","106919.6800","母公司及子公司(南京瀚宇彩欣科技有限責任公司)","ISO 9001","282698.4700","母公司及子公司(南京瀚宇彩欣科技有限責任公司)","ISO 9001","152357.3700","母公司的南科廠","ISO 9001","5.2710","母公司的內湖營業所密集度為0.134 ton CO2e /樓地板面積(坪)；母公司的南科廠為0.066ton CO2e /投片面積(m2)；子公司(南京)為5.071 ton CO2e /投片量(片)"
"=""6117""","迎廣","1698.5900","母公司","","4820.6000","母公司","","無，無統計相關數據","","","2.8300","百萬營業額"
"=""6120""","達運","992.0000","包含本公司及合併財務報表內子公司","","96263.0000","包含本公司及合併財務報表內子公司","","無，無統計相關數據","","","479.0000","營業額"
"=""6128""","上福","14.7000","上福全球在台灣營運據點為主（包含本廠、二廠及三廠）","","1699.9100","上福全球在台灣營運據點為主（包含本廠、二廠及三廠）","","無，無統計相關數據","","","0.0001","產品"
"=""6133""","金橋","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6136""","富爾特","無，無統計相關數據","","","126.0580","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6139""","亞翔","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6141""","柏承","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6142""","友勁","58.1998","母公司","ISO 9001","4331.5583","母公司","ISO 9001","796.4200","母公司","ISO 9001","1.7706","單位: (範疇一+二)/百萬營業額"
"=""6152""","百一","無，3","","","344.8600","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6153""","嘉聯益","10068.4000","僅母公司樹林廠","ISO 9001","24977.5100","僅母公司樹林廠","ISO 9001","1029.2000","僅母公司樹林廠","ISO 9001","無，無統計相關數據",""
"=""6155""","鈞寶","26.7600","母公司","","6920.9900","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6164""","華興","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6165""","浪凡","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6166""","凌華","405.3310","母公司","","3199.3100","母公司","","11.1980","母公司","","0.0036","產品"
"=""6168""","宏齊","75.1526","母公司","","10418.7841","母公司","","6604.3362","母公司","","0.0035","營業額"
"=""6176""","瑞儀","3157.4000","台灣與中國大陸製造廠區","ISO 9001","115331.2200","台灣與中國大陸製造廠區","ISO 9001","134201.1900","台灣與中國大陸製造廠區","ISO 9001","0.0132","原物料塑膠粒投料量(公斤)"
"=""6177""","達麗","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6183""","關貿","185.8869","南港總公司公務車油耗、化糞池及冷媒逸散","","1192.1611","南港總公司營運用之電力","","無，無統計相關數據","","","0.6229","排放(噸)/營業額(百萬)"
"=""6184""","大豐電","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6189""","豐藝","375491.0000","母公司及子公司勁豐","","254755.0000","母公司及子公司勁豐","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6191""","精成科","0.4000","包含合併財務報表之母子公司","","275618.4000","包含合併財務報表之母子公司","","無，無統計相關數據","","","9.9786","百萬營業額"
"=""6192""","巨路","無，無統計相關數據","","","無，無統計相關數據","","","無，詳年報說明","","","無，無統計相關數據",""
"=""6196""","帆宣","93.1500","母公司-湖口廠(驗證)、頭份廠(未驗證)、南科一、三廠(未驗證)","ISO 9001","7528.7100","母公司-湖口廠(驗證)、頭份廠(未驗證)、南科一、三廠(未驗證)","ISO 9001","無，無統計相關數據","","","7621.8600","產品"
"=""6197""","佳必琪","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6201""","亞弘電","無，無統計相關數據","","","1160.9470","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6202""","盛群","無，無統計相關數據","","","1344.3100","本公司台灣總部","","無，無統計相關數據","","","0.2032","百萬營業額"
"=""6205""","詮欣","25.6288","母公司","ISO 9001","294.9638","母公司","ISO 9001","74.2660","母公司","ISO 9001","0.0003","以範疇二/母公司個體營收(仟元)"
"=""6206""","飛捷","127.7400","飛捷科技母公司","","1789.3000","飛捷科技母公司","","27.9300","飛捷科技母公司","","0.0088","產品"
"=""6209""","今國光","無，無統計相關數據","","","14295.0000","今國集團","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6213""","聯茂","2579.4000","母公司","","5685.5000","母公司","","無，無統計相關數據","","","0.0027","產品-每張-銅箔基板"
"=""6214""","精誠","7.2500","僅母公司","ISO 9001","2779.5100","僅母公司","ISO 9001","566.8800","僅母公司","ISO 9001","2.9600","員工人數"
"=""6215""","和椿","0.6650","母公司","","386.1000","母公司","","無，無統計相關數據","","","0.2677","百萬營業額"
"=""6216""","居易","無，無統計相關數據","","","470.8010","僅母公司","","無，無統計相關數據","","","470.8010","輸入電力而造成間接之溫室氣體排放"
"=""6224""","聚鼎","95.7194","母公司","","3638.1141","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6225""","天瀚","無，3","","","無，無製造","","","無，無製造","","","無，無統計相關數據",""
"=""6226""","光鼎","無，詳年報說明","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6230""","尼得科超眾","351.5400","中興廠、興德廠、陞泰廠","","3069.3100","中興廠、興德廠、陞泰廠","","無，無統計相關數據","","","0.3100","營業額"
"=""6235""","華孚","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6239""","力成","18372.8200","僅母公司台灣地區","ISO 9001","381346.1700","僅母公司台灣地區","ISO 9001","289436.0700","僅母公司台灣地區","ISO 9001","7.8000","營業額(百萬)以台灣地區計算"
"=""6243""","迅杰","無，無統計相關數據","","","131.1850","母公司","","無，無統計相關數據","","","0.1590","百萬營業額"
"=""6257""","矽格","148.4227","矽格-北興 中興 湖口廠區","","79413.9900","矽格-北興 中興 湖口廠區","","無，尚未進行盤查 預計2022年","","","0.0127","其他:K die"
"=""6269""","台郡","406.6190","僅母公司","","28904.9590","僅母公司","","無，無統計相關數據","","","0.0290","產品"
"=""6271""","同欣電","無，無統計相關數據","","","50410.6500","母公司","","無，無統計相關數據","","","4.9000","百萬產值"
"=""6277""","宏正","226.1300","母公司及汐止廠區","ISO 9001","2458.7589","母公司及汐止廠區","ISO 9001","無，無統計相關數據","","","0.7980","營業額"
"=""6278""","台表科","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6281""","全國電","無，無統計相關數據","","","17779.6944","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6282""","康舒","2207.5120","包含合併報表之母子公司","ISO 9001","50543.0150","包含合併財務報表之母子公司","ISO 9001","2633060.7560","包含合併財務報表之母子公司","ISO 9001","240.7997","新臺幣每億元營業收入"
"=""6283""","淳安","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6285""","啟碁","2668.0000","總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠","ISO 9001","55704.0000","總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠","ISO 9001","2679.0000","總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠","","0.8700","新臺幣百萬元營收"
"=""6288""","聯嘉","349.3800","組織邊界  台灣總公司(聯嘉光電股份有限公司) 地址：350苗栗縣竹南鎮科東一路2號  外倉 地址：350苗栗縣竹南鎮和興路364號","ISO 9001","5220.6800","組織邊界  台灣總公司(聯嘉光電股份有限公司) 地址：350苗栗縣竹南鎮科東一路2號  外倉 地址：350苗栗縣竹南鎮和興路364號","ISO 9001","1604.7600","組織邊界   台灣總公司(聯嘉光電股份有限公司) 地址：350苗栗縣竹南鎮科東一路2號  外倉 地址：350苗栗縣竹南鎮和興路364號","ISO 9001","1.9890","營業額"
"=""6405""","悅城","無，詳年報說明","","","無，詳年報說明","","","無，詳年報說明","","","無，詳年報說明",""
"=""6409""","旭隼","175.1700","包含合併財務報表之母子公司","ISO 14001","19129.0000","包含合併財務報表之母子公司","ISO 14001","768882.0000","包含合併財務報表之母子公司","ISO 14001","788186.0000","產品"
"=""6412""","群電","2699.4000","群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠","ISO 9001","51196.6800","群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠","ISO 9001","32246147.4000","群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠","ISO 9001","0.0013","營業額"
"=""6414""","樺漢","8.1000","僅母公司","","357.5000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6415""","矽力*-KY","0.0000","母公司包含杭州子公司(重要子公司)","","4849.0000","母公司包含杭州子公司(重要子公司)","","無，尚未進行盤查","","","22.5500","營業額"
"=""6416""","瑞祺電通","無，3","","","656.0000","母公司","","無，不適用","","","201.0000","營業額"
"=""6426""","統新","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6431""","光麗-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6438""","迅得","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6442""","光聖","無，無統計相關數據","","","2108.6008","僅母公司","","無，無統計相關數據","","","4.5000","工時"
"=""6443""","元晶","4932.0780","110年新竹廠及屏東廠資料加總","ISO 9001","36196.6870","110年新竹廠及屏東廠資料加總","ISO 9001","無，無統計相關數據","","","6.5760","營業額"
"=""6446""","藥華藥","560.9094","僅台灣製造廠區","","2606.7317","僅台灣製造廠區","","無，統計中","","","5.3800","產品"
"=""6449""","鈺邦","59.8100","重要子公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6451""","訊芯-KY","288.9000","2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區","","35523.0100","2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區","","206.7300","2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區","","475.5200","萬元產值RMB"
"=""6456""","GIS-KY","3225.0500","所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司","ISO 9001","158379.9200","所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司","ISO 9001","64847.3500","所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司","ISO 9001","1.1600","百萬營業額"
"=""6464""","台數科","6.6700","僅母公司","","15.1800","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6472""","保瑞","12649.3500","合併財務報表之母子公司","ISO 9001","10015.1900","合併財務報表之母子公司","ISO 9001","21525.1100","合併財務報表之母子公司","ISO 9001","4.6254","營業額"
"=""6477""","安集","無，3","","","無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。","","","無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。","","","無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",""
"=""6491""","晶碩","228.9767","晶碩大溪廠及龜山廠","ISO 9001","39213.7787","晶碩大溪廠及龜山廠","ISO 9001","15616.5605","晶碩大溪廠及龜山廠","ISO 9001","0.0000","每單位產品0.07 CO2e"
"=""6504""","南六","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6505""","台塑化","26482766.9486","母公司","ISO 9001","119051.0322","母公司","ISO 9001","60285231.7240","母公司","ISO 9001","43.0000","百萬營業額"
"=""6515""","穎崴","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6525""","捷敏-KY","0.0000","包含合併財務報表之子公司","","39309.2400","包含合併財務報表之子公司","","0.0000","包含合併財務報表之子公司","","0.0071","產品"
"=""6531""","愛普*","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6533""","晶心科","292.0000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6541""","泰福-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6550""","北極星藥業-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6552""","易華電","294.6131","易華公司","ISO 9001","20025.4326","易華公司","ISO 9001","0.0000","易華公司","ISO 9001","0.0000","產品"
"=""6558""","興能高","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6573""","虹揚-KY","13815.6259","新北市新店區北新路三段207-5號4樓","","14829.5820","新北市新店區北新路三段207-5號4樓","","無，針對委外活動所產生的其他間接排放，由於排放源是由其他公司所擁有或控制的為主，因數據蒐集上有相當之困難度與高度的不準確性，故本公司在符合ISO14064-1 之要求下，目前以定性盤查為主，不予定量計算。","","","無，未有生產產品。",""
"=""6579""","研揚","112.4000","僅母公司","","140.3000","僅母公司","","無，無統計相關數據","","","252.7000","營業額"
"=""6581""","鋼聯","71848.0000","僅母公司。","ISO 9001","9532.0000","僅母公司。","ISO 9001","15244.0000","僅母公司。","","0.5340","服務"
"=""6582""","申豐","12367.0000","母公司","","19998.0000","母公司","","無，無統計相關數據","","","0.2420","產品"
"=""6585""","鼎基","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6591""","動力-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6592""","和潤企業","215.0248","僅母公司","ISO 9001","36.1806","僅母公司","ISO 9001","34.1009","僅母公司","ISO 9001","無，詳年報說明",""
"=""6598""","ABC-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6605""","帝寶","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6625""","必應","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6641""","基士德-KY","59.8500","合併報表之子公司之一-川源(中國)平湖廠區","","262.8000","合併報表之子公司之一-川源(中國)平湖廠區","","20.0300","合併報表之子公司之一-川源(中國)平湖廠區","","0.2165","百萬營業額"
"=""6655""","科定","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6666""","羅麗芬-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6668""","中揚光","126.8050","母公司","","6426.8400","母公司","","1554.7900","母公司","","10.7800","營業額"
"=""6669""","緯穎","48.6655","母公司","ISO 9001","7106.5563","母公司","ISO 9001","14851.4745","母公司","ISO 9001","無，無統計相關數據",""
"=""6670""","復盛應用","5730.5900","桃園廠","","18582.8770","桃園廠","","無，無統計相關數據","","","0.0028","產品"
"=""6671""","三能-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6672""","騰輝電子-KY","7657.9300","合併財務報表之子公司生產型廠區","","19063.6200","合併財務報表之子公司生產型廠區","","無，無統計相關數據","","","0.0035","千元營業額"
"=""6674""","鋐寶科技","17.3900","母公司","ISO 14001","652.5300","母公司","ISO 14001","無，無統計相關數據","","ISO 14001","0.2300","營業額"
"=""6691""","洋基工程","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6698""","旭暉應材","無，3","","","3585.6500","僅母公司用電","","6.1300","僅母公司用水","","無，無統計相關數據",""
"=""6706""","惠特","29.3472","僅母公司","","7105.0771","僅母公司","","無，無其他間接範疇項目","","","0.0012","營業額"
"=""6715""","嘉基","391.2518","母公司及合併財務報表之大陸地區子公司","","2839.0647","僅大陸地區子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6719""","力智","1.1400","母公司","","904.7700","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6743""","安普新","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6754""","匯僑設計","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6756""","威鋒電子","251.0000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6768""","志強-KY","無，無統計相關數據","","","110.5400","僅台灣母公司辦公大樓。","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6770""","力積電","94995.7600","母公司","ISO 9001","570181.2300","母公司","ISO 9001","無，現行範疇三非屬環保署公告指定盤查項目，本公司預計於明年度進行範疇三盤查驗證。","","","0.0005","產品"
"=""6776""","展碁國際","30.0000","僅申報公司","ISO 9001","613.0000","僅申報公司","ISO 9001","無，僅部分項目併入母公司進行計算","","ISO 9001","0.0300","百萬營業額"
"=""6781""","AES-KY","28.4170","兆普+嘉普","ISO 9001","899.9570","兆普+嘉普","ISO 9001","9691.8650","兆普+嘉普","ISO 9001","0.0800","單位：噸CO2e/百萬元營收"
"=""6789""","采鈺","7722.0000","采鈺新竹廠","ISO 9001","36057.0000","采鈺新竹廠","ISO 9001","21968.0000","采鈺新竹廠","ISO 9001","0.0030","噸CO2e/ 8吋晶圓當量-層"
"=""6790""","永豐實","73927.0000","臺灣紙品工廠：楊梅廠、清水廠","ISO 9001","48710.0000","臺灣紙品工廠：楊梅廠、清水廠","ISO 9001","無，無統計相關數據","","","1.2900","產品"
"=""6792""","詠業","5276.1800","母公司","","46.6300","母公司","","11.1300","母公司","","無，每年5月~10月為夏季用電高峰期。",""
"=""6796""","晉弘","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6799""","來頡","無，3","","","35.1800","母公司","","無，無統計相關數據","","","0.0334","營業額單位為佰萬元"
"=""6806""","森崴能源","無，3","","","116.4400","僅母公司","","無，尚未統計","","","1.1090","以全年平均每人計算"
"=""6807""","峰源-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""6838""","台新藥","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6862""","三集瑞-KY","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6919""","康霈*","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6923""","中台","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6958""","日盛台駿","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6962""","ITH-KY","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6969""","成信實業*-創","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""6988""","威力暘-創","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""7705""","三商餐飲","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""8011""","台通","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8016""","矽創","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8021""","尖點","146.6000","僅母公司","","5763.8000","僅母公司","","無，無統計相關數據","","","0.0001","產品"
"=""8028""","昇陽半導體","3917.5251","僅母公司","ISO 9001","20416.7386","僅母公司","ISO 9001","9779.6911","僅母公司","ISO 9001","0.0646","產品"
"=""8033""","雷虎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""8039""","台虹","5754.7200","母公司","ISO 9001","18405.3200","母公司","ISO 9001","無，無統計相關數據","","","0.6732","產品"
"=""8046""","南電","11686.9822","母公司","ISO 9001","421396.3111","母公司","ISO 9001","447136.7900","母公司","ISO 9001","8.2921","百萬營業額"
"=""8070""","長華*","1869.0000","包含合併財務報表之母子公司","","49582.0000","包含合併財務報表之母子公司","","無，無統計相關數據","","","0.0025","營業額"
