"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"6613","朋億*","Novatech","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI準則、SASB準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.novatech.com.tw/csr/report","","2023/06/30","","","https://www.novatech.com.tw/en/csr/report                                                                                                                                                               ","","2023/12/28","","","anne_wang@novatech.com.tw                                                                                               ","無"
"6664","群翊","Group Up","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.gpline.com.tw","","2023/06/27","","","http://www.gpline.com.tw                                                                                                                                                                                ","","2023/06/27","","","gp@gpline.com.tw                                                                                                        ","無"
"6679","鈺太","ZILLTEK","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.zilltek.com/zh-tw/Responsibility#","","2023/09/28","","","https://www.zilltek.com/en-us/Responsibility#                                                                                                                                                           ","","2023/11/14","","","jonathan@zilltek.com                                                                                                    ",""
"6683","雍智科技","KSMT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.ksmt.com.tw/investor4_05","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","Kevin.Lin@ksmt.com.tw                                                                                                   ",""
"6703","軒郁","SHINY","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","http://www.esg-shinybrands.com","","2023/09/12","","","                                                                                                                                                                                                        ","","","","","ESG@shinybrands.com                                                                                                     ",""
"6732","昇佳電子","sensortek","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司(SGS Taiwan Ltd.)","","https://www.sensortek.com.tw/wp-content/uploads/2023/09/2022%E5%B9%B4%E6%98%87%E4%BD%B3%E9%9B%BB%E5%AD%90%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2023/09/27","","","https://www.sensortek.com.tw/wp-content/uploads/2023/12/Sensortek_2022-sustainability_report_en.pdf.pdf                                                                                                 ","","2023/12/21","","","esg@sensortek.com.tw                                                                                                    ",""
"6741","91APP*-KY","91APP","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","數位雲端","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://ir.91app.com/tw/esg.php","","2023/07/31","","","https://ir.91app.com/en/esg.php                                                                                                                                                                         ","","2023/08/15","","","esg@91app.com                                                                                                           ","編製依循準則：GRI 準則+SASB永續會計準則"
"6752","叡揚","GSS","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","資訊服務業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","https://www.gss.com.tw/csr-2","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","roy_cho@gss.com.tw                                                                                                      ",""
"6761","穩得","Wendell","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI準則、氣候相關財務揭露(TCFD)、SASB永續會計準則","無","無資料","N/A","","","","2023/09/28","","","https://www.wendell.com.tw/esg/                                                                                                                                                                         ","","2023/11/28","","","esg@wendell.com.tw                                                                                                      ",""
"6763","綠界科技*","Green World","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","數位雲端","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.ecpay.com.tw/Investor/Company_Responsibility","","2023/09/01","","","                                                                                                                                                                                                        ","","","","","financial_material@ecpay.com.tw                                                                                         ",""
"6803","崑鼎","ECOVE Corp.","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","綠能環保","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","台灣檢驗科技股份有限公司(SGS)","","https://www.ecove.com/CSR/eBook/2022-ECOVE-CH-eBook/","","2023/08/30","","","https://www.ecove.com/CSR/eBook/2022-ECOVE-EN-eBook/                                                                                                                                                    ","","2023/08/30","","","hojane@ecove.com                                                                                                        ","無"
"6823","濾能","GreenFILTEC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準學會","","https://greenfiltec.com/%e6%bf%be%e8%83%bdesg/","","2023/09/29","","2023/10/26","                                                                                                                                                                                                        ","","","","","esg@greenfiltec.com                                                                                                     ",""
"6829","千附精密","CFPREC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.cfprec.com.tw/Responsibility/CSR","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","naomi.yang@cfprec.com.tw                                                                                                ","無"
"6846","綠茵","GREENYN","1. 屬食品工業者","食品工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","https://www.greenynbio.com/esgreport/","","2023/09/30","","","                                                                                                                                                                                                        ","","","","","juliet@greenyn.com.tw                                                                                                   ",""
"7402","邑錡","Brinno","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://brinnosupport.com/assets/files/investor/rules/111%E5%B9%B4CSR%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2023/06/05","","","                                                                                                                                                                                                        ","","","","","carol@brinno.com                                                                                                        ",""
"8044","網家","PChome online","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","數位雲端","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所(PwC Taiwan)","","https://corp.pchome.tw/","","2023/09/05","","","https://corp.pchome.tw/en/corporate-social-responsibility/esg-reports/                                                                                                                                  ","","2023/09/27","","","gr@pchome.tw                                                                                                            ",""
"8050","廣積","IBASE","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.ibase.com.tw/uploads/images/support/IBASE_2022_ESG_Report_TC_v1.pdf","","2023/09/28","","","https://www.ibase.com.tw/uploads/images/support/IBASE_2022_ESG_Report_EN_v1.pdf                                                                                                                         ","","2023/09/28","","","lucy@ibase.com.tw                                                                                                       ","無"
"8064","東捷","CONTREL","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.contrel.com.tw/inv_esg.php","","2023/06/29","","","                                                                                                                                                                                                        ","","","","","ESG@contrel.com.tw                                                                                                      ",""
"8069","元太","EIH","5. 股本達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","BSI 英國標準協會台灣分公司","","https://esg.eink.com/tw/report?year=all&page=1","","2023/06/30","","","https://esg.eink.com/en/report/0423083017oa310764/2022%20ESG%20Report                                                                                                                                   ","","2023/09/06","","","esg@eink.com                                                                                                            ","無"
"8074","鉅橡","AURONA","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.aurona.com.tw/","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","jerrylai@aurona.com.tw                                                                                                  ",""
"8076","伍豐","FIRICH","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.fecpos.com/tw/msg/message-301.html","","2023/09/18","","","                                                                                                                                                                                                        ","","","","","lindy.liang@firich.com.tw                                                                                               ",""
"8086","宏捷科","AWSC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.awsc.com.tw/financial/board_Sustainable.htm","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","e_Fin@awsc.com.tw                                                                                                       ","編製依循準則：GRI 準則+SASB永續會計準則"
"8099","大世科","TSTI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","資訊服務業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.etatung.com/Home/ShowProductionInfoIdea?ID=21a93c2a-fa0f-4699-9fc7-62d36336b4b1","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","0800@etatung.com                                                                                                        ",""
"8111","立碁","LIGITEK","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.ligitek.com/tw","","2023/09/22","","","                                                                                                                                                                                                        ","","","","","jason_lee@mail.ligitek.com                                                                                              ",""
"8121","越峰","ACME","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","「法國標準協會」亞太公司艾法諾國際股份有限公司( AFNOR Asia Ltd. )","","https://www.usig.com/ACMECSR/Report.aspx","","2023/08/11","","","https://www.usig.com/ACMECSR/Report.aspx                                                                                                                                                                ","","2023/12/07","","","csr-acme@usig.com                                                                                                       ",""
"8171","天宇","Formosa","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","綠能環保","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.feii.com.tw/","","2023/12/07","","","                                                                                                                                                                                                        ","","","","","cathrines@feii.com.tw                                                                                                   ",""
"8182","加高","HELE","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BV","","https://www.hele.com.tw/esg.php?id=93","","2023/06/26","","","https://www.hele.com.tw/esg.php?id=93                                                                                                                                                                   ","","2023/08/24","","","csr@hele.com.tw                                                                                                         ",""
"8234","新漢","NEXCOM","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://files.nexcom.com/ESG/2022/2022_%E6%96%B0%E6%BC%A2%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2023/06/30","","2023/08/25","https://www.nexcom.com.tw/About/Page/esg-and-sustainability                                                                                                                                             ","","2023/09/28","","","esg@nexcom.com.tw                                                                                                       ",""
"8255","朋程","ATC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司","","http://www.actron.com.tw/chinese/csr/report/csr-report.php","","2023/05/29","","","https://www.actron.com.tw/chinese/csr/report/csr-report.php                                                                                                                                             ","","2023/10/12","","","CSR@actron.com.tw                                                                                                       ",""
"8299","群聯","Phison","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","https://www.phison.com/zh-tw/csr/resource-centre","","2023/06/30","","","https://www.phison.com/en/csr/resource-centre                                                                                                                                                           ","","2023/06/30","","","yenting_huang@phison.com                                                                                                ",""
"8349","恒耀國際","QST","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣德國萊因技術監護顧問股份有限公司","","https://www.qst.com.tw/cht/Investors_7.aspx","","2023/09/05","","","https://www.qst.com.tw/Investors_7.aspx                                                                                                                                                                 ","","2023/09/05","","","belle_ou@qst.com.tw                                                                                                     ",""
"8358","金居","CO-TECH","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.co-tech.com/tw/csr/6","","2023/09/08","","","                                                                                                                                                                                                        ","","","","","renhua_tsai@co-tech.com                                                                                                 ",""
"8383","千附","ChenFull","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.chenfull.com.tw/investment-28.php","","2023/10/31","","","                                                                                                                                                                                                        ","","","","","ir@chenfull.com.tw                                                                                                      ","無"
"8390","金益鼎","JYD","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","綠能環保","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.jyd.com.tw/corporate-social-151","","2023/09/28","","","https://www.jyd.com.tw/corporate-social-151                                                                                                                                                             ","","2023/09/28","","","ESG@tw.jydgroup.com                                                                                                     ","無"
"8415","大國鋼","Brighton-Best","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","秉承聯合會計師事務所","","https://www.brighton-best.com.tw/BCSD.asp","","2023/06/29","","","https://www.brighton-best.com.tw/download/BCSD/ESG/99.Brighton-Best%202022%20Sustainability%20Report.pdf                                                                                                ","","2023/12/28","","","chender91@tachen.com.tw                                                                                                 ","無"
"8426","紅木-KY","Redwood","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.redwoodgroup.co/cn/investors-ESGreport-cn.html","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","bensu@redwoodgroup.co                                                                                                   ",""
"8432","東生華","TSH","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.tshbiopharm.com/ec99/rwd1427/category.asp?category_id=37","","2023/08/10","","","https://eng.tshbiopharm.com/ec99/rwd1428/category.asp?category_id=51                                                                                                                                    ","","2023/09/25","","","Isa_Wang@tshbiopharm.com;shupinghuang@tshbiopharm.com                                                                   ",""
"8435","鉅邁","Zimmite","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.zimmite.com/tc/p10-citizenship4.asp","","2023/06/27","","","                                                                                                                                                                                                        ","","","","","gina@zimmite.com                                                                                                        ","無"
"8436","大江","TCI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","PWC","","http://www.tci-bio.com/zh-hant/esgs/csr/","","2023/09/28","","","http://www.tci-bio.com/esgs/csr                                                                                                                                                                         ","","2023/09/28","","","governance@tci-bio.com                                                                                                  ","本報告書依據GRI 準則全面依循編制，並依據TCFD框架揭露，報導期間為2022年"
"8440","綠電","E＆E","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","綠能環保","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.eer.com.tw/esg_tw.php","","2023/09/28","","","http://www.eer.com.tw/esg_en.php                                                                                                                                                                        ","","2023/09/28","","","information@eer.com.tw                                                                                                  ",""
"8444","綠河-KY","Green River","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司","","https://www.greenriverholding.com/wp-content/uploads/2023/06/2022%E5%B9%B4%E7%B6%A0%E6%B2%B3ESG%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8_%E5%AE%8C%E6%95%B4%E7%89%88_%E5%A3%93%E7%B8%AE%E6%9D%BF.pdf","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","grh@greenriverholding.com                                                                                               ","無"
"8450","霹靂","PILI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.pili.com.tw/investor.php?id=7&lang=","","2023/08/11","","","                                                                                                                                                                                                        ","","","","","public@pili.tw                                                                                                          ",""
"8905","裕國","　　ECS","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安侯建業聯合會計師事務所","","http://www.eaglegroup.com.tw","","2023/08/01","","","                                                                                                                                                                                                        ","","","","","woolung@cooleagle.com.tw                                                                                                ",""
"8908","欣雄","SHIN HSIUNG","5. 股本達新臺幣一百億元以上者","油電燃氣業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.shng.com.tw/Finance.aspx","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","management01@shng.com.tw                                                                                                ",""
"8916","光隆","KLF","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會(BSI)","","https://klf-group.com/chinese/02_csr/01_detail.php","","2023/08/09","","","https://klf-group.com/english/02_csr/csr_report_01edit.php                                                                                                                                              ","","2023/09/15","","","judy.lee@klf-group.com                                                                                                  ",""
"8917","欣泰","HTGas","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","油電燃氣業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.htgas.com.tw/csr.aspx?p=ESG%E4%BC%81%E6%A5%AD%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8#gsc.tab=0","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","htgas@htgas.com.tw                                                                                                      ",""
"8927","北基","Pei Chi","5. 股本達新臺幣一百億元以上者","油電燃氣業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.nspco.com.tw/esg_report/","","2023/09/25","","","                                                                                                                                                                                                        ","","","","","davishan@mail.nspco.com.tw                                                                                              ",""
"8929","富堡","FBIC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.fuburg.com/chinese/%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8/%e8%b3%87%e6%ba%90%e4%b8%ad%e5%bf%83/%e6%89%8b%e5%86%8a%e4%b8%8b%e8%bc%89/","","2023/08/30","","","                                                                                                                                                                                                        ","","","","","peggy.chen@fuburg.com                                                                                                   ",""
"8931","大汽電","TYC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","油電燃氣業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.tycc.com.tw/esg/index/11","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","service@tycc.com.tw                                                                                                     ",""
"8933","愛地雅","IDEAL","5. 股本達新臺幣一百億元以上者","運動休閒","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.idealbike.com.tw","","2023/09/25","","","https://www.idealbike.com.tw/about_en.php?id=11                                                                                                                                                         ","","2024/01/22","","","spokesperson@idealbike.com.tw                                                                                           ",""
"8936","國統","KTI","5. 股本達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","秉承聯合會計師事務所","","https://www.kti.com.tw/list/sd.htm","","2023/09/28","","","https://www.kti.com.tw/list/sd.htm                                                                                                                                                                      ","","2023/09/28","","","IR@kti.com.tw                                                                                                           ","無"
"8938","明安","ADVANCED  GROUP","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","運動休閒","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI準則,TCFD及SASB","無","無資料","N/A","","https://www.adgroup.com.tw/page/about/index.aspx?kind=146&lang=TW","","2023/06/07","","","                                                                                                                                                                                                        ","","","","","patricia.lee@adgroup.com.tw                                                                                             ",""
